date,metric_name,value
2024-07-19,revenue,49062.0
2024-07-19,profit,9438.0
2024-07-19,units_sold,568.0
2024-07-19,customer_satisfaction,1.76
2024-07-19,marketing_spend,1404.0
2024-07-19,discount_percentage,24.5
2024-07-19,order_processing_time,5.0
2024-07-20,revenue,32911.0
2024-07-20,profit,21095.0
2024-07-20,units_sold,168.0
2024-07-20,customer_satisfaction,3.78
2024-07-20,marketing_spend,18153.0
2024-07-20,discount_percentage,26.56
2024-07-20,order_processing_time,7.0
2024-07-21,revenue,114061.0
2024-07-21,profit,17154.0
2024-07-21,units_sold,498.0
2024-07-21,customer_satisfaction,1.87
2024-07-21,marketing_spend,17288.0
2024-07-21,discount_percentage,2.6
2024-07-21,order_processing_time,8.0
2024-07-22,revenue,42556.0
2024-07-22,profit,9004.0
2024-07-22,units_sold,695.0
2024-07-22,customer_satisfaction,3.38
2024-07-22,marketing_spend,10474.0
2024-07-22,discount_percentage,16.15
2024-07-22,order_processing_time,3.0
2024-07-23,revenue,138335.0
2024-07-23,profit,10752.0
2024-07-23,units_sold,251.0
2024-07-23,customer_satisfaction,2.06
2024-07-23,marketing_spend,1684.0
2024-07-23,discount_percentage,27.4
2024-07-23,order_processing_time,2.0
2024-07-24,revenue,11969.0
2024-07-24,profit,44360.0
2024-07-24,units_sold,803.0
2024-07-24,customer_satisfaction,3.65
2024-07-24,marketing_spend,2225.0
2024-07-24,discount_percentage,11.64
2024-07-24,order_processing_time,2.0
2024-07-25,revenue,53753.0
2024-07-25,profit,27819.0
2024-07-25,units_sold,762.0
2024-07-25,customer_satisfaction,4.26
2024-07-25,marketing_spend,11880.0
2024-07-25,discount_percentage,24.89
2024-07-25,order_processing_time,5.0
2024-07-26,revenue,145542.0
2024-07-26,profit,37632.0
2024-07-26,units_sold,891.0
2024-07-26,customer_satisfaction,4.11
2024-07-26,marketing_spend,13557.0
2024-07-26,discount_percentage,4.01
2024-07-26,order_processing_time,1.0
2024-07-27,revenue,131863.0
2024-07-27,profit,27515.0
2024-07-27,units_sold,14.0
2024-07-27,customer_satisfaction,4.04
2024-07-27,marketing_spend,6106.0
2024-07-27,discount_percentage,28.06
2024-07-27,order_processing_time,2.0
2024-07-28,revenue,20225.0
2024-07-28,profit,25217.0
2024-07-28,units_sold,605.0
2024-07-28,customer_satisfaction,1.75
2024-07-28,marketing_spend,4456.0
2024-07-28,discount_percentage,22.54
2024-07-28,order_processing_time,9.0
2024-07-29,revenue,133008.0
2024-07-29,profit,24172.0
2024-07-29,units_sold,829.0
2024-07-29,customer_satisfaction,1.35
2024-07-29,marketing_spend,17055.0
2024-07-29,discount_percentage,28.24
2024-07-29,order_processing_time,7.0
2024-07-30,revenue,164268.0
2024-07-30,profit,33994.0
2024-07-30,units_sold,370.0
2024-07-30,customer_satisfaction,3.8
2024-07-30,marketing_spend,19190.0
2024-07-30,discount_percentage,20.3
2024-07-30,order_processing_time,6.0
2024-07-31,revenue,115823.0
2024-07-31,profit,16036.0
2024-07-31,units_sold,468.0
2024-07-31,customer_satisfaction,2.47
2024-07-31,marketing_spend,16581.0
2024-07-31,discount_percentage,10.9
2024-07-31,order_processing_time,9.0
2024-08-01,revenue,23669.0
2024-08-01,profit,12739.0
2024-08-01,units_sold,257.0
2024-08-01,customer_satisfaction,2.73
2024-08-01,marketing_spend,921.0
2024-08-01,discount_percentage,28.15
2024-08-01,order_processing_time,7.0
2024-08-02,revenue,178452.0
2024-08-02,profit,33220.0
2024-08-02,units_sold,575.0
2024-08-02,customer_satisfaction,1.12
2024-08-02,marketing_spend,6040.0
2024-08-02,discount_percentage,8.27
2024-08-02,order_processing_time,5.0
2024-08-03,revenue,134398.0
2024-08-03,profit,10587.0
2024-08-03,units_sold,682.0
2024-08-03,customer_satisfaction,2.04
2024-08-03,marketing_spend,16788.0
2024-08-03,discount_percentage,9.97
2024-08-03,order_processing_time,9.0
2024-08-04,revenue,120677.0
2024-08-04,profit,45517.0
2024-08-04,units_sold,955.0
2024-08-04,customer_satisfaction,1.13
2024-08-04,marketing_spend,16466.0
2024-08-04,discount_percentage,21.02
2024-08-04,order_processing_time,6.0
2024-08-05,revenue,58320.0
2024-08-05,profit,31129.0
2024-08-05,units_sold,431.0
2024-08-05,customer_satisfaction,4.52
2024-08-05,marketing_spend,16382.0
2024-08-05,discount_percentage,22.96
2024-08-05,order_processing_time,6.0
2024-08-06,revenue,188486.0
2024-08-06,profit,1645.0
2024-08-06,units_sold,932.0
2024-08-06,customer_satisfaction,1.97
2024-08-06,marketing_spend,5175.0
2024-08-06,discount_percentage,27.88
2024-08-06,order_processing_time,4.0
2024-08-07,revenue,156649.0
2024-08-07,profit,31930.0
2024-08-07,units_sold,747.0
2024-08-07,customer_satisfaction,3.23
2024-08-07,marketing_spend,9582.0
2024-08-07,discount_percentage,6.14
2024-08-07,order_processing_time,1.0
2024-08-08,revenue,135354.0
2024-08-08,profit,17299.0
2024-08-08,units_sold,24.0
2024-08-08,customer_satisfaction,1.16
2024-08-08,marketing_spend,13509.0
2024-08-08,discount_percentage,23.94
2024-08-08,order_processing_time,5.0
2024-08-09,revenue,98009.0
2024-08-09,profit,31090.0
2024-08-09,units_sold,745.0
2024-08-09,customer_satisfaction,3.67
2024-08-09,marketing_spend,7248.0
2024-08-09,discount_percentage,22.16
2024-08-09,order_processing_time,9.0
2024-08-10,revenue,196481.0
2024-08-10,profit,22953.0
2024-08-10,units_sold,582.0
2024-08-10,customer_satisfaction,2.29
2024-08-10,marketing_spend,6603.0
2024-08-10,discount_percentage,1.91
2024-08-10,order_processing_time,8.0
2024-08-11,revenue,38625.0
2024-08-11,profit,47443.0
2024-08-11,units_sold,131.0
2024-08-11,customer_satisfaction,4.59
2024-08-11,marketing_spend,18357.0
2024-08-11,discount_percentage,11.62
2024-08-11,order_processing_time,8.0
2024-08-12,revenue,34089.0
2024-08-12,profit,27475.0
2024-08-12,units_sold,286.0
2024-08-12,customer_satisfaction,4.55
2024-08-12,marketing_spend,19065.0
2024-08-12,discount_percentage,8.48
2024-08-12,order_processing_time,5.0
2024-08-13,revenue,46487.0
2024-08-13,profit,19888.0
2024-08-13,units_sold,567.0
2024-08-13,customer_satisfaction,2.3
2024-08-13,marketing_spend,19980.0
2024-08-13,discount_percentage,9.13
2024-08-13,order_processing_time,9.0
2024-08-14,revenue,120448.0
2024-08-14,profit,44732.0
2024-08-14,units_sold,462.0
2024-08-14,customer_satisfaction,4.6
2024-08-14,marketing_spend,11848.0
2024-08-14,discount_percentage,29.49
2024-08-14,order_processing_time,3.0
2024-08-15,revenue,60138.0
2024-08-15,profit,17087.0
2024-08-15,units_sold,399.0
2024-08-15,customer_satisfaction,4.98
2024-08-15,marketing_spend,10282.0
2024-08-15,discount_percentage,19.28
2024-08-15,order_processing_time,3.0
2024-08-16,revenue,183895.0
2024-08-16,profit,47305.0
2024-08-16,units_sold,303.0
2024-08-16,customer_satisfaction,4.3
2024-08-16,marketing_spend,6382.0
2024-08-16,discount_percentage,21.53
2024-08-16,order_processing_time,1.0
2024-08-17,revenue,178280.0
2024-08-17,profit,47037.0
2024-08-17,units_sold,583.0
2024-08-17,customer_satisfaction,4.38
2024-08-17,marketing_spend,6298.0
2024-08-17,discount_percentage,29.3
2024-08-17,order_processing_time,9.0
2024-08-18,revenue,64061.0
2024-08-18,profit,10346.0
2024-08-18,units_sold,607.0
2024-08-18,customer_satisfaction,2.0
2024-08-18,marketing_spend,10127.0
2024-08-18,discount_percentage,11.32
2024-08-18,order_processing_time,6.0
2024-08-19,revenue,171731.0
2024-08-19,profit,1587.0
2024-08-19,units_sold,455.0
2024-08-19,customer_satisfaction,3.31
2024-08-19,marketing_spend,8915.0
2024-08-19,discount_percentage,24.06
2024-08-19,order_processing_time,2.0
2024-08-20,revenue,111376.0
2024-08-20,profit,13763.0
2024-08-20,units_sold,219.0
2024-08-20,customer_satisfaction,1.27
2024-08-20,marketing_spend,12966.0
2024-08-20,discount_percentage,13.04
2024-08-20,order_processing_time,8.0
2024-08-21,revenue,172962.0
2024-08-21,profit,42945.0
2024-08-21,units_sold,599.0
2024-08-21,customer_satisfaction,1.38
2024-08-21,marketing_spend,10346.0
2024-08-21,discount_percentage,26.09
2024-08-21,order_processing_time,9.0
2024-08-22,revenue,89134.0
2024-08-22,profit,5079.0
2024-08-22,units_sold,723.0
2024-08-22,customer_satisfaction,5.0
2024-08-22,marketing_spend,13220.0
2024-08-22,discount_percentage,5.42
2024-08-22,order_processing_time,9.0
2024-08-23,revenue,57055.0
2024-08-23,profit,37116.0
2024-08-23,units_sold,311.0
2024-08-23,customer_satisfaction,2.31
2024-08-23,marketing_spend,9645.0
2024-08-23,discount_percentage,28.43
2024-08-23,order_processing_time,2.0
2024-08-24,revenue,29508.0
2024-08-24,profit,21215.0
2024-08-24,units_sold,918.0
2024-08-24,customer_satisfaction,3.99
2024-08-24,marketing_spend,5024.0
2024-08-24,discount_percentage,6.56
2024-08-24,order_processing_time,2.0
2024-08-25,revenue,183359.0
2024-08-25,profit,26817.0
2024-08-25,units_sold,232.0
2024-08-25,customer_satisfaction,4.23
2024-08-25,marketing_spend,7059.0
2024-08-25,discount_percentage,9.79
2024-08-25,order_processing_time,7.0
2024-08-26,revenue,168056.0
2024-08-26,profit,25765.0
2024-08-26,units_sold,743.0
2024-08-26,customer_satisfaction,4.43
2024-08-26,marketing_spend,8120.0
2024-08-26,discount_percentage,22.69
2024-08-26,order_processing_time,4.0
2024-08-27,revenue,120169.0
2024-08-27,profit,31112.0
2024-08-27,units_sold,12.0
2024-08-27,customer_satisfaction,4.99
2024-08-27,marketing_spend,19658.0
2024-08-27,discount_percentage,11.81
2024-08-27,order_processing_time,1.0
2024-08-28,revenue,18125.0
2024-08-28,profit,26556.0
2024-08-28,units_sold,999.0
2024-08-28,customer_satisfaction,1.97
2024-08-28,marketing_spend,3624.0
2024-08-28,discount_percentage,18.25
2024-08-28,order_processing_time,8.0
2024-08-29,revenue,46059.0
2024-08-29,profit,19099.0
2024-08-29,units_sold,527.0
2024-08-29,customer_satisfaction,1.16
2024-08-29,marketing_spend,9171.0
2024-08-29,discount_percentage,13.34
2024-08-29,order_processing_time,2.0
2024-08-30,revenue,113409.0
2024-08-30,profit,44553.0
2024-08-30,units_sold,102.0
2024-08-30,customer_satisfaction,2.64
2024-08-30,marketing_spend,12206.0
2024-08-30,discount_percentage,22.27
2024-08-30,order_processing_time,3.0
2024-08-31,revenue,158159.0
2024-08-31,profit,46096.0
2024-08-31,units_sold,529.0
2024-08-31,customer_satisfaction,1.52
2024-08-31,marketing_spend,18237.0
2024-08-31,discount_percentage,6.85
2024-08-31,order_processing_time,5.0
2024-09-01,revenue,15704.0
2024-09-01,profit,7450.0
2024-09-01,units_sold,437.0
2024-09-01,customer_satisfaction,1.09
2024-09-01,marketing_spend,12570.0
2024-09-01,discount_percentage,1.75
2024-09-01,order_processing_time,3.0
2024-09-02,revenue,121279.0
2024-09-02,profit,14230.0
2024-09-02,units_sold,502.0
2024-09-02,customer_satisfaction,2.44
2024-09-02,marketing_spend,8634.0
2024-09-02,discount_percentage,9.0
2024-09-02,order_processing_time,7.0
2024-09-03,revenue,168280.0
2024-09-03,profit,30009.0
2024-09-03,units_sold,244.0
2024-09-03,customer_satisfaction,4.13
2024-09-03,marketing_spend,1424.0
2024-09-03,discount_percentage,14.23
2024-09-03,order_processing_time,7.0
2024-09-04,revenue,128516.0
2024-09-04,profit,6433.0
2024-09-04,units_sold,629.0
2024-09-04,customer_satisfaction,3.26
2024-09-04,marketing_spend,19054.0
2024-09-04,discount_percentage,5.04
2024-09-04,order_processing_time,2.0
2024-09-05,revenue,180954.0
2024-09-05,profit,34866.0
2024-09-05,units_sold,170.0
2024-09-05,customer_satisfaction,2.25
2024-09-05,marketing_spend,6006.0
2024-09-05,discount_percentage,10.64
2024-09-05,order_processing_time,7.0
2024-09-06,revenue,166995.0
2024-09-06,profit,40864.0
2024-09-06,units_sold,730.0
2024-09-06,customer_satisfaction,3.62
2024-09-06,marketing_spend,14150.0
2024-09-06,discount_percentage,12.0
2024-09-06,order_processing_time,6.0
2024-09-07,revenue,124044.0
2024-09-07,profit,19710.0
2024-09-07,units_sold,761.0
2024-09-07,customer_satisfaction,1.93
2024-09-07,marketing_spend,2895.0
2024-09-07,discount_percentage,1.72
2024-09-07,order_processing_time,9.0
2024-09-08,revenue,39165.0
2024-09-08,profit,12439.0
2024-09-08,units_sold,340.0
2024-09-08,customer_satisfaction,1.06
2024-09-08,marketing_spend,15810.0
2024-09-08,discount_percentage,17.5
2024-09-08,order_processing_time,9.0
2024-09-09,revenue,77203.0
2024-09-09,profit,42855.0
2024-09-09,units_sold,342.0
2024-09-09,customer_satisfaction,4.06
2024-09-09,marketing_spend,8726.0
2024-09-09,discount_percentage,26.53
2024-09-09,order_processing_time,2.0
2024-09-10,revenue,14114.0
2024-09-10,profit,17021.0
2024-09-10,units_sold,59.0
2024-09-10,customer_satisfaction,3.49
2024-09-10,marketing_spend,12281.0
2024-09-10,discount_percentage,4.55
2024-09-10,order_processing_time,7.0
2024-09-11,revenue,46321.0
2024-09-11,profit,7416.0
2024-09-11,units_sold,532.0
2024-09-11,customer_satisfaction,4.05
2024-09-11,marketing_spend,6015.0
2024-09-11,discount_percentage,17.93
2024-09-11,order_processing_time,5.0
2024-09-12,revenue,83297.0
2024-09-12,profit,7980.0
2024-09-12,units_sold,872.0
2024-09-12,customer_satisfaction,1.16
2024-09-12,marketing_spend,19554.0
2024-09-12,discount_percentage,19.94
2024-09-12,order_processing_time,6.0
2024-09-13,revenue,106652.0
2024-09-13,profit,19058.0
2024-09-13,units_sold,677.0
2024-09-13,customer_satisfaction,4.35
2024-09-13,marketing_spend,3865.0
2024-09-13,discount_percentage,12.58
2024-09-13,order_processing_time,1.0
2024-09-14,revenue,109304.0
2024-09-14,profit,12101.0
2024-09-14,units_sold,501.0
2024-09-14,customer_satisfaction,3.48
2024-09-14,marketing_spend,17472.0
2024-09-14,discount_percentage,21.03
2024-09-14,order_processing_time,7.0
2024-09-15,revenue,166498.0
2024-09-15,profit,41718.0
2024-09-15,units_sold,591.0
2024-09-15,customer_satisfaction,3.25
2024-09-15,marketing_spend,11910.0
2024-09-15,discount_percentage,12.32
2024-09-15,order_processing_time,6.0
2024-09-16,revenue,27772.0
2024-09-16,profit,33602.0
2024-09-16,units_sold,690.0
2024-09-16,customer_satisfaction,3.5
2024-09-16,marketing_spend,9595.0
2024-09-16,discount_percentage,15.14
2024-09-16,order_processing_time,4.0
2024-09-17,revenue,113754.0
2024-09-17,profit,10122.0
2024-09-17,units_sold,281.0
2024-09-17,customer_satisfaction,4.46
2024-09-17,marketing_spend,10861.0
2024-09-17,discount_percentage,0.22
2024-09-17,order_processing_time,1.0
2024-09-18,revenue,13712.0
2024-09-18,profit,13576.0
2024-09-18,units_sold,589.0
2024-09-18,customer_satisfaction,3.35
2024-09-18,marketing_spend,9031.0
2024-09-18,discount_percentage,20.75
2024-09-18,order_processing_time,9.0
2024-09-19,revenue,142439.0
2024-09-19,profit,28516.0
2024-09-19,units_sold,876.0
2024-09-19,customer_satisfaction,3.32
2024-09-19,marketing_spend,4770.0
2024-09-19,discount_percentage,19.84
2024-09-19,order_processing_time,4.0
2024-09-20,revenue,125142.0
2024-09-20,profit,23433.0
2024-09-20,units_sold,261.0
2024-09-20,customer_satisfaction,4.96
2024-09-20,marketing_spend,10406.0
2024-09-20,discount_percentage,1.15
2024-09-20,order_processing_time,2.0
2024-09-21,revenue,101736.0
2024-09-21,profit,2089.0
2024-09-21,units_sold,569.0
2024-09-21,customer_satisfaction,4.03
2024-09-21,marketing_spend,17440.0
2024-09-21,discount_percentage,11.05
2024-09-21,order_processing_time,8.0
2024-09-22,revenue,61924.0
2024-09-22,profit,38346.0
2024-09-22,units_sold,705.0
2024-09-22,customer_satisfaction,2.77
2024-09-22,marketing_spend,11779.0
2024-09-22,discount_percentage,29.37
2024-09-22,order_processing_time,2.0
2024-09-23,revenue,13726.0
2024-09-23,profit,10127.0
2024-09-23,units_sold,841.0
2024-09-23,customer_satisfaction,3.83
2024-09-23,marketing_spend,5952.0
2024-09-23,discount_percentage,12.62
2024-09-23,order_processing_time,5.0
2024-09-24,revenue,99152.0
2024-09-24,profit,11487.0
2024-09-24,units_sold,708.0
2024-09-24,customer_satisfaction,2.56
2024-09-24,marketing_spend,6977.0
2024-09-24,discount_percentage,15.06
2024-09-24,order_processing_time,6.0
2024-09-25,revenue,37723.0
2024-09-25,profit,1155.0
2024-09-25,units_sold,99.0
2024-09-25,customer_satisfaction,1.92
2024-09-25,marketing_spend,17900.0
2024-09-25,discount_percentage,27.3
2024-09-25,order_processing_time,8.0
2024-09-26,revenue,136969.0
2024-09-26,profit,2958.0
2024-09-26,units_sold,455.0
2024-09-26,customer_satisfaction,3.39
2024-09-26,marketing_spend,6970.0
2024-09-26,discount_percentage,21.52
2024-09-26,order_processing_time,1.0
2024-09-27,revenue,110494.0
2024-09-27,profit,11693.0
2024-09-27,units_sold,341.0
2024-09-27,customer_satisfaction,4.71
2024-09-27,marketing_spend,2562.0
2024-09-27,discount_percentage,17.46
2024-09-27,order_processing_time,1.0
2024-09-28,revenue,150180.0
2024-09-28,profit,40112.0
2024-09-28,units_sold,148.0
2024-09-28,customer_satisfaction,4.72
2024-09-28,marketing_spend,9530.0
2024-09-28,discount_percentage,23.93
2024-09-28,order_processing_time,4.0
2024-09-29,revenue,45643.0
2024-09-29,profit,39547.0
2024-09-29,units_sold,366.0
2024-09-29,customer_satisfaction,2.37
2024-09-29,marketing_spend,2313.0
2024-09-29,discount_percentage,25.93
2024-09-29,order_processing_time,5.0
2024-09-30,revenue,172396.0
2024-09-30,profit,29795.0
2024-09-30,units_sold,610.0
2024-09-30,customer_satisfaction,3.11
2024-09-30,marketing_spend,12171.0
2024-09-30,discount_percentage,13.71
2024-09-30,order_processing_time,9.0
2024-10-01,revenue,113896.0
2024-10-01,profit,22447.0
2024-10-01,units_sold,283.0
2024-10-01,customer_satisfaction,1.85
2024-10-01,marketing_spend,14808.0
2024-10-01,discount_percentage,14.25
2024-10-01,order_processing_time,7.0
2024-10-02,revenue,149999.0
2024-10-02,profit,37598.0
2024-10-02,units_sold,28.0
2024-10-02,customer_satisfaction,4.98
2024-10-02,marketing_spend,2813.0
2024-10-02,discount_percentage,11.58
2024-10-02,order_processing_time,7.0
2024-10-03,revenue,103680.0
2024-10-03,profit,42814.0
2024-10-03,units_sold,992.0
2024-10-03,customer_satisfaction,4.92
2024-10-03,marketing_spend,10206.0
2024-10-03,discount_percentage,29.0
2024-10-03,order_processing_time,8.0
2024-10-04,revenue,106546.0
2024-10-04,profit,26215.0
2024-10-04,units_sold,320.0
2024-10-04,customer_satisfaction,3.6
2024-10-04,marketing_spend,18115.0
2024-10-04,discount_percentage,20.91
2024-10-04,order_processing_time,5.0
2024-10-05,revenue,163515.0
2024-10-05,profit,10794.0
2024-10-05,units_sold,879.0
2024-10-05,customer_satisfaction,4.22
2024-10-05,marketing_spend,10337.0
2024-10-05,discount_percentage,2.5
2024-10-05,order_processing_time,5.0
2024-10-06,revenue,89973.0
2024-10-06,profit,34209.0
2024-10-06,units_sold,895.0
2024-10-06,customer_satisfaction,3.86
2024-10-06,marketing_spend,6331.0
2024-10-06,discount_percentage,25.89
2024-10-06,order_processing_time,1.0
2024-10-07,revenue,73449.0
2024-10-07,profit,23424.0
2024-10-07,units_sold,987.0
2024-10-07,customer_satisfaction,3.37
2024-10-07,marketing_spend,19883.0
2024-10-07,discount_percentage,14.42
2024-10-07,order_processing_time,9.0
2024-10-08,revenue,119834.0
2024-10-08,profit,48246.0
2024-10-08,units_sold,163.0
2024-10-08,customer_satisfaction,1.21
2024-10-08,marketing_spend,4556.0
2024-10-08,discount_percentage,2.06
2024-10-08,order_processing_time,6.0
2024-10-09,revenue,35537.0
2024-10-09,profit,38396.0
2024-10-09,units_sold,399.0
2024-10-09,customer_satisfaction,2.82
2024-10-09,marketing_spend,805.0
2024-10-09,discount_percentage,16.49
2024-10-09,order_processing_time,9.0
2024-10-10,revenue,87576.0
2024-10-10,profit,7370.0
2024-10-10,units_sold,269.0
2024-10-10,customer_satisfaction,3.7
2024-10-10,marketing_spend,14847.0
2024-10-10,discount_percentage,12.51
2024-10-10,order_processing_time,3.0
2024-10-11,revenue,117522.0
2024-10-11,profit,10528.0
2024-10-11,units_sold,629.0
2024-10-11,customer_satisfaction,3.71
2024-10-11,marketing_spend,2189.0
2024-10-11,discount_percentage,26.33
2024-10-11,order_processing_time,5.0
2024-10-12,revenue,32612.0
2024-10-12,profit,29276.0
2024-10-12,units_sold,892.0
2024-10-12,customer_satisfaction,2.49
2024-10-12,marketing_spend,4417.0
2024-10-12,discount_percentage,6.12
2024-10-12,order_processing_time,2.0
2024-10-13,revenue,16471.0
2024-10-13,profit,45333.0
2024-10-13,units_sold,806.0
2024-10-13,customer_satisfaction,4.77
2024-10-13,marketing_spend,3436.0
2024-10-13,discount_percentage,24.79
2024-10-13,order_processing_time,5.0
2024-10-14,revenue,176703.0
2024-10-14,profit,9179.0
2024-10-14,units_sold,580.0
2024-10-14,customer_satisfaction,1.67
2024-10-14,marketing_spend,4362.0
2024-10-14,discount_percentage,16.73
2024-10-14,order_processing_time,8.0
2024-10-15,revenue,41348.0
2024-10-15,profit,49781.0
2024-10-15,units_sold,134.0
2024-10-15,customer_satisfaction,3.0
2024-10-15,marketing_spend,15006.0
2024-10-15,discount_percentage,1.64
2024-10-15,order_processing_time,2.0
2024-10-16,revenue,11177.0
2024-10-16,profit,17843.0
2024-10-16,units_sold,363.0
2024-10-16,customer_satisfaction,3.76
2024-10-16,marketing_spend,14818.0
2024-10-16,discount_percentage,29.16
2024-10-16,order_processing_time,8.0
2024-10-17,revenue,145832.0
2024-10-17,profit,24952.0
2024-10-17,units_sold,282.0
2024-10-17,customer_satisfaction,3.79
2024-10-17,marketing_spend,15800.0
2024-10-17,discount_percentage,15.38
2024-10-17,order_processing_time,4.0
2024-10-18,revenue,42779.0
2024-10-18,profit,34160.0
2024-10-18,units_sold,628.0
2024-10-18,customer_satisfaction,3.59
2024-10-18,marketing_spend,6149.0
2024-10-18,discount_percentage,8.73
2024-10-18,order_processing_time,1.0
2024-10-19,revenue,31636.0
2024-10-19,profit,45898.0
2024-10-19,units_sold,820.0
2024-10-19,customer_satisfaction,2.1
2024-10-19,marketing_spend,18703.0
2024-10-19,discount_percentage,14.08
2024-10-19,order_processing_time,5.0
2024-10-20,revenue,91889.0
2024-10-20,profit,30516.0
2024-10-20,units_sold,254.0
2024-10-20,customer_satisfaction,1.62
2024-10-20,marketing_spend,16174.0
2024-10-20,discount_percentage,25.74
2024-10-20,order_processing_time,1.0
2024-10-21,revenue,63551.0
2024-10-21,profit,11449.0
2024-10-21,units_sold,857.0
2024-10-21,customer_satisfaction,3.54
2024-10-21,marketing_spend,18226.0
2024-10-21,discount_percentage,9.15
2024-10-21,order_processing_time,7.0
2024-10-22,revenue,152628.0
2024-10-22,profit,22125.0
2024-10-22,units_sold,459.0
2024-10-22,customer_satisfaction,3.4
2024-10-22,marketing_spend,6060.0
2024-10-22,discount_percentage,5.78
2024-10-22,order_processing_time,8.0
2024-10-23,revenue,168670.0
2024-10-23,profit,8418.0
2024-10-23,units_sold,939.0
2024-10-23,customer_satisfaction,1.72
2024-10-23,marketing_spend,15951.0
2024-10-23,discount_percentage,3.87
2024-10-23,order_processing_time,3.0
2024-10-24,revenue,152635.0
2024-10-24,profit,23746.0
2024-10-24,units_sold,256.0
2024-10-24,customer_satisfaction,3.82
2024-10-24,marketing_spend,19110.0
2024-10-24,discount_percentage,8.94
2024-10-24,order_processing_time,3.0
2024-10-25,revenue,56819.0
2024-10-25,profit,3454.0
2024-10-25,units_sold,529.0
2024-10-25,customer_satisfaction,2.82
2024-10-25,marketing_spend,1579.0
2024-10-25,discount_percentage,23.4
2024-10-25,order_processing_time,7.0
2024-10-26,revenue,83770.0
2024-10-26,profit,18761.0
2024-10-26,units_sold,150.0
2024-10-26,customer_satisfaction,3.67
2024-10-26,marketing_spend,14483.0
2024-10-26,discount_percentage,14.15
2024-10-26,order_processing_time,4.0
2024-10-27,revenue,168038.0
2024-10-27,profit,16223.0
2024-10-27,units_sold,371.0
2024-10-27,customer_satisfaction,4.35
2024-10-27,marketing_spend,15827.0
2024-10-27,discount_percentage,6.82
2024-10-27,order_processing_time,3.0
2024-10-28,revenue,168059.0
2024-10-28,profit,7701.0
2024-10-28,units_sold,17.0
2024-10-28,customer_satisfaction,1.68
2024-10-28,marketing_spend,13255.0
2024-10-28,discount_percentage,4.99
2024-10-28,order_processing_time,8.0
2024-10-29,revenue,88714.0
2024-10-29,profit,3597.0
2024-10-29,units_sold,487.0
2024-10-29,customer_satisfaction,1.08
2024-10-29,marketing_spend,7735.0
2024-10-29,discount_percentage,9.98
2024-10-29,order_processing_time,3.0
2024-10-30,revenue,199420.0
2024-10-30,profit,1141.0
2024-10-30,units_sold,361.0
2024-10-30,customer_satisfaction,4.12
2024-10-30,marketing_spend,17697.0
2024-10-30,discount_percentage,28.2
2024-10-30,order_processing_time,7.0
2024-10-31,revenue,34596.0
2024-10-31,profit,3659.0
2024-10-31,units_sold,504.0
2024-10-31,customer_satisfaction,3.44
2024-10-31,marketing_spend,2531.0
2024-10-31,discount_percentage,10.29
2024-10-31,order_processing_time,2.0
2024-11-01,revenue,174246.0
2024-11-01,profit,21980.0
2024-11-01,units_sold,615.0
2024-11-01,customer_satisfaction,3.8
2024-11-01,marketing_spend,9014.0
2024-11-01,discount_percentage,29.64
2024-11-01,order_processing_time,1.0
2024-11-02,revenue,74106.0
2024-11-02,profit,10031.0
2024-11-02,units_sold,842.0
2024-11-02,customer_satisfaction,4.35
2024-11-02,marketing_spend,9595.0
2024-11-02,discount_percentage,14.56
2024-11-02,order_processing_time,6.0
2024-11-03,revenue,69182.0
2024-11-03,profit,16037.0
2024-11-03,units_sold,436.0
2024-11-03,customer_satisfaction,4.21
2024-11-03,marketing_spend,14787.0
2024-11-03,discount_percentage,5.37
2024-11-03,order_processing_time,8.0
2024-11-04,revenue,97163.0
2024-11-04,profit,47738.0
2024-11-04,units_sold,48.0
2024-11-04,customer_satisfaction,4.84
2024-11-04,marketing_spend,6411.0
2024-11-04,discount_percentage,26.73
2024-11-04,order_processing_time,1.0
2024-11-05,revenue,49310.0
2024-11-05,profit,39429.0
2024-11-05,units_sold,602.0
2024-11-05,customer_satisfaction,3.14
2024-11-05,marketing_spend,12195.0
2024-11-05,discount_percentage,13.81
2024-11-05,order_processing_time,9.0
2024-11-06,revenue,66088.0
2024-11-06,profit,7142.0
2024-11-06,units_sold,196.0
2024-11-06,customer_satisfaction,2.95
2024-11-06,marketing_spend,19537.0
2024-11-06,discount_percentage,21.29
2024-11-06,order_processing_time,3.0
2024-11-07,revenue,138803.0
2024-11-07,profit,13109.0
2024-11-07,units_sold,605.0
2024-11-07,customer_satisfaction,2.61
2024-11-07,marketing_spend,3840.0
2024-11-07,discount_percentage,29.51
2024-11-07,order_processing_time,3.0
2024-11-08,revenue,149978.0
2024-11-08,profit,23010.0
2024-11-08,units_sold,609.0
2024-11-08,customer_satisfaction,1.61
2024-11-08,marketing_spend,8376.0
2024-11-08,discount_percentage,1.51
2024-11-08,order_processing_time,4.0
2024-11-09,revenue,46914.0
2024-11-09,profit,9787.0
2024-11-09,units_sold,763.0
2024-11-09,customer_satisfaction,3.29
2024-11-09,marketing_spend,16396.0
2024-11-09,discount_percentage,2.9
2024-11-09,order_processing_time,1.0
2024-11-10,revenue,120350.0
2024-11-10,profit,43864.0
2024-11-10,units_sold,863.0
2024-11-10,customer_satisfaction,2.11
